name,height,length,width,brand,city_mpg,highway_mpg,transmission_type,engine_torque,engine_horsepower,year,is_hybrid
2011 Ford F-150 XL SuperCrew 6.5-ft. Bed,95,45,212,Ford,15,21,Automatic transmission,380,360,2011,True
2011 Ford F-150 XL SuperCrew 6.5-ft. Bed 4X4,148,45,212,Ford,14,19,Automatic transmission,380,360,2011,True
2011 Ford F-150 XLT 6.5-ft. Bed,102,45,212,Ford,17,23,Automatic transmission,278,302,2011,True
2011 Ford F-150 XLT 6.5-ft. Bed  V8,102,45,212,Ford,11,15,Automatic transmission,380,360,2011,True
2011 Ford F-150 XLT 6.5-ft. Bed 4X4,138,36,212,Ford,16,21,Automatic transmission,278,302,2011,True
2011 Ford F-150 XLT 6.5-ft. Bed V8 4X4,138,36,212,Ford,10,14,Automatic transmission,380,360,2011,True
2011 Ford F-150 XLT 8-ft. Bed,143,253,212,Ford,12,17,Automatic transmission,278,302,2011,True
2011 Ford F-150 XLT 8-ft. Bed  V8,143,253,212,Ford,11,15,Automatic transmission,380,360,2011,True
2011 Ford F-150 XLT 8-ft. Bed  3.5L,143,253,212,Ford,16,22,Automatic transmission,420,365,2011,True
2011 Ford F-150 XL SuperCab 8-ft. Bed V8 4X4,156,213,212,Ford,14,19,Automatic transmission,380,360,2011,True
2011 Ford F-150 XLT 8-ft. Bed V8 4X4,133,253,212,Ford,10,14,Automatic transmission,380,360,2011,True
2011 Ford F-150 XLT 8-ft. Bed 3.5L 4X4,133,253,212,Ford,15,21,Automatic transmission,420,365,2011,True
2011 Ford F-150 XLT SuperCab 6.5-ft. Bed,135,253,212,Ford,12,17,Automatic transmission,278,302,2011,True
2011 Ford F-150 XLT SuperCab 6.5-ft. Bed  V8,135,253,212,Ford,11,15,Automatic transmission,380,360,2011,True
2011 Ford F-150 XLT SuperCab 6.5-ft. Bed  3.5L,135,253,212,Ford,16,22,Automatic transmission,420,365,2011,True
2011 Ford F-150 XLT SuperCab 6.5-ft. Bed 4X4,135,253,212,Ford,16,21,Automatic transmission,278,302,2011,True
2011 Ford F-150 XLT SuperCab 6.5-ft. Bed V8 4X4,135,253,212,Ford,10,14,Automatic transmission,380,360,2011,True
2011 Ford F-150 XLT SuperCab 6.5-ft. Bed 3.5L 4X4,135,253,212,Ford,15,21,Automatic transmission,420,365,2011,True
2011 Ford F-150 XLT SuperCab 8-ft. Bed,135,213,212,Ford,12,17,Automatic transmission,278,302,2011,True
2011 Ford F-150 XLT SuperCab 8-ft. Bed  V8,135,213,212,Ford,15,21,Automatic transmission,380,360,2011,True
2011 Ford F-150 XLT SuperCab 8-ft. Bed  3.5L,135,213,212,Ford,16,22,Automatic transmission,420,365,2011,True
2011 Ford F-150 XLT SuperCab 8-ft. Bed 4X4,156,213,212,Ford,14,19,Automatic transmission,380,360,2011,True
2011 Ford F-150 XLT SuperCab 8-ft. Bed V6 4X4,156,213,212,Ford,15,21,Automatic transmission,420,365,2011,True
2011 Ford F-150 XLT SuperCrew 5.5-ft. Bed,95,253,212,Ford,17,23,Automatic transmission,278,302,2011,True
2011 Ford F-150 XLT SuperCrew 5.5-ft. Bed  V8,95,253,212,Ford,11,15,Automatic transmission,380,360,2011,True
2011 Ford F-150 XLT SuperCrew 5.5-ft. Bed  3.5L,95,253,212,Ford,16,22,Automatic transmission,420,365,2011,True
2011 Ford F-150 XLT SuperCrew 5.5-ft. Bed 4X4,143,253,212,Ford,10,14,Automatic transmission,380,360,2011,True
2011 Ford F-150 XLT SuperCrew 5.5-ft. Bed V6 4X4,143,253,212,Ford,15,21,Automatic transmission,420,365,2011,True
2011 Ford F-150 XLT SuperCrew 6.5-ft. Bed,95,45,212,Ford,15,21,Automatic transmission,380,360,2011,True
2011 Ford F-150 XLT SuperCrew 6.5-ft. Bed  V6,95,45,212,Ford,16,22,Automatic transmission,420,365,2011,True
2011 Ford F-150 XLT SuperCrew 6.5-ft. Bed 4X4,148,45,212,Ford,14,19,Automatic transmission,380,360,2011,True
2011 Ford F-150 XLT SuperCrew 6.5-ft. Bed V6 4X4,148,45,212,Ford,15,21,Automatic transmission,420,365,2011,True
2011 Ford F-150 Harley-Davidson SuperCrew 5.5-ft. Bed,95,253,212,Ford,13,18,Automatic transmission,434,411,2011,True
2011 Ford F-150 Harley-Davidson SuperCrew 5.5-ft. Bed 4X4,143,253,212,Ford,12,16,Automatic transmission,434,411,2011,True
2011 Ford F-150 Lariat Limited SuperCrew 5.5-ft. Bed,95,253,212,Ford,13,18,Automatic transmission,434,411,2011,True
2010 Ford F-150 FX4 SuperCab 6.5-ft. Bed 4X4,135,253,212,Ford,14,18,Automatic transmission,365,310,2010,True
2010 Ford F-150 FX4 SuperCrew 5.5-ft. Bed 4X4,143,253,212,Ford,10,13,Automatic transmission,365,310,2010,True
2010 Ford F-150 FX4 SuperCrew 6.5-ft. Bed 4X4,148,45,212,Ford,10,13,Automatic transmission,365,310,2010,True
2010 Ford F-150 Lariat SuperCab 6.5-ft. Bed,24,253,212,Ford,10,14,Automatic transmission,365,310,2010,True
2010 Ford F-150 Lariat SuperCab 6.5-ft. Bed 4X4,135,253,212,Ford,14,18,Automatic transmission,365,310,2010,True
2010 Ford F-150 Lariat SuperCrew 5.5-ft. Bed,95,253,212,Ford,10,14,Automatic transmission,365,310,2010,True
2010 Ford F-150 Lariat SuperCrew 5.5-ft. Bed 4X4,143,253,212,Ford,10,13,Automatic transmission,365,310,2010,True
2010 Ford F-150 Lariat SuperCrew 6.5-ft. Bed,95,45,212,Ford,14,20,Automatic transmission,365,310,2010,True
2010 Ford F-150 Lariat SuperCrew 6.5-ft. Bed 4X4,148,45,212,Ford,10,13,Automatic transmission,365,310,2010,True
2010 Ford F-150 STX 6.5-ft. Bed,102,36,212,Ford,15,19,Automatic transmission,294,248,2010,True
2010 Ford F-150 STX 6.5-ft. Bed 4X4,138,36,212,Ford,14,18,Automatic transmission,294,248,2010,True
2010 Ford F-150 STX 6.5-ft. Bed 292 hp 4X4,138,36,212,Ford,14,20,Automatic transmission,320,292,2010,True
2010 Ford F-150 STX SuperCab 6.5-ft. Bed,24,253,212,Ford,15,19,Automatic transmission,294,248,2010,True
2010 Ford F-150 STX SuperCab 6.5-ft. Bed  292 hp,24,253,212,Ford,15,21,Automatic transmission,320,292,2010,True
2010 Ford F-150 STX SuperCab 6.5-ft. Bed 4X4,135,253,212,Ford,14,18,Automatic transmission,294,248,2010,True
2010 Ford F-150 STX SuperCab 6.5-ft. Bed 292 hp 4X4,135,253,212,Ford,14,20,Automatic transmission,320,292,2010,True
2010 Ford F-150 SVT Raptor SuperCab 5.5-ft. Bed 4X4,199,234,212,Ford,14,18,Automatic transmission,365,310,2010,True
2010 Ford F-150 XL 6.5-ft. Bed,102,36,212,Ford,15,19,Automatic transmission,294,248,2010,True
2010 Ford F-150 XL 6.5-ft. Bed 4X4,138,36,212,Ford,14,18,Automatic transmission,294,248,2010,True
2010 Ford F-150 XL 8-ft. Bed,143,253,212,Ford,15,19,Automatic transmission,294,248,2010,True
2010 Ford F-150 XL 8-ft. Bed  292 hp,143,253,212,Ford,15,21,Automatic transmission,320,292,2010,True
2010 Ford F-150 XL 8-ft. Bed FFV,143,253,212,Ford,10,14,Automatic transmission,365,310,2010,True
2010 Ford F-150 XL 8-ft. Bed 4X4,133,253,212,Ford,14,18,Automatic transmission,294,248,2010,True
2010 Ford F-150 XL 8-ft. Bed 292 hp 4X4,133,253,212,Ford,14,20,Automatic transmission,320,292,2010,True
2010 Ford F-150 XL 8-ft. Bed FFV 4X4,133,253,212,Ford,14,18,Automatic transmission,365,310,2010,True
2010 Ford F-150 XL SuperCab 6.5-ft. Bed,24,253,212,Ford,15,19,Automatic transmission,294,248,2010,True
2010 Ford F-150 XL SuperCab 6.5-ft. Bed  292 hp,24,253,212,Ford,15,21,Automatic transmission,320,292,2010,True
2010 Ford F-150 XL SuperCab 6.5-ft. Bed  FFV,24,253,212,Ford,14,20,Automatic transmission,365,310,2010,True
2010 Ford F-150 XL SuperCab 6.5-ft. Bed 4X4,135,253,212,Ford,14,18,Automatic transmission,294,248,2010,True
2010 Ford F-150 XL SuperCab 6.5-ft. Bed 292 hp 4X4,135,253,212,Ford,14,20,Automatic transmission,320,292,2010,True
2010 Ford F-150 XL SuperCab 6.5-ft. Bed FFV 4X4,135,253,212,Ford,10,13,Automatic transmission,365,310,2010,True
2010 Ford F-150 XL SuperCab 8-ft. Bed,135,213,212,Ford,15,19,Automatic transmission,294,248,2010,True
2010 Ford F-150 XL SuperCab 8-ft. Bed  292 hp,135,213,212,Ford,15,21,Automatic transmission,320,292,2010,True
2010 Ford F-150 XL 6.5-ft. Bed 4X4,138,36,212,Ford,14,18,Automatic transmission,294,248,2010,True
2010 Ford F-150 XL 8-ft. Bed,143,253,212,Ford,15,19,Automatic transmission,294,248,2010,True
2010 Ford F-150 XL SuperCab 8-ft. Bed 292 hp 4X4,156,213,212,Ford,14,20,Automatic transmission,320,292,2010,True
2010 Ford F-150 XL SuperCab 8-ft. Bed FFV 4X4,156,213,212,Ford,14,18,Automatic transmission,365,310,2010,True
2010 Ford F-150 XL SuperCrew 5.5-ft. Bed,95,253,212,Ford,15,19,Automatic transmission,294,248,2010,True
2010 Ford F-150 XL SuperCrew 5.5-ft. Bed  292 hp,95,253,212,Ford,15,21,Automatic transmission,320,292,2010,True
2010 Ford F-150 XL SuperCrew 5.5-ft. Bed 4X4,143,253,212,Ford,14,20,Automatic transmission,320,292,2010,True
2010 Ford F-150 XL SuperCrew 6.5-ft. Bed,95,45,212,Ford,15,19,Automatic transmission,294,248,2010,True
2010 Ford F-150 XL SuperCrew 6.5-ft. Bed  292 hp,95,45,212,Ford,15,21,Automatic transmission,320,292,2010,True
2010 Ford F-150 XL SuperCrew 6.5-ft. Bed 4X4,148,45,212,Ford,14,20,Automatic transmission,320,292,2010,True
2010 Ford F-150 XLT 6.5-ft. Bed,102,36,212,Ford,15,19,Automatic transmission,294,248,2010,True
2010 Ford F-150 XLT 6.5-ft. Bed 4X4,138,36,212,Ford,14,18,Automatic transmission,294,248,2010,True
2010 Ford F-150 XL SuperCab 6.5-ft. Bed FFV 4X4,135,253,212,Ford,14,18,Automatic transmission,365,310,2010,True
2010 Ford F-150 XLT 6.5-ft. Bed FFV 4X4,138,36,212,Ford,10,13,Automatic transmission,365,310,2010,True
2010 Ford F-150 XLT 8-ft. Bed,143,253,212,Ford,15,19,Automatic transmission,294,248,2010,True
2010 Ford F-150 XLT 8-ft. Bed  292 hp,143,253,212,Ford,15,21,Automatic transmission,320,292,2010,True
2010 Ford F-150 XLT 8-ft. Bed FFV,143,253,212,Ford,14,20,Automatic transmission,365,310,2010,True
2010 Ford F-150 XLT 8-ft. Bed 4X4,133,253,212,Ford,14,18,Automatic transmission,294,248,2010,True
2010 Ford F-150 XLT 8-ft. Bed 292 hp 4X4,133,253,212,Ford,14,20,Automatic transmission,320,292,2010,True
2010 Ford F-150 XLT 8-ft. Bed FFV 4X4,133,253,212,Ford,14,18,Automatic transmission,365,310,2010,True
2010 Ford F-150 XLT SuperCab 6.5-ft. Bed,24,253,212,Ford,15,21,Automatic transmission,320,292,2010,True
2010 Ford F-150 XL SuperCrew 5.5-ft. Bed 4X4,143,253,212,Ford,14,20,Automatic transmission,320,292,2010,True
2010 Ford F-150 XL SuperCrew 6.5-ft. Bed,95,45,212,Ford,15,19,Automatic transmission,294,248,2010,True
2010 Ford F-150 XLT SuperCab 6.5-ft. Bed FFV 4X4,135,253,212,Ford,10,13,Automatic transmission,365,310,2010,True
2010 Ford F-150 XLT SuperCab 8-ft. Bed,135,213,212,Ford,15,21,Automatic transmission,320,292,2010,True
2010 Ford F-150 XLT SuperCab 8-ft. Bed  FFV,135,213,212,Ford,14,20,Automatic transmission,365,310,2010,True
2010 Ford F-150 XLT SuperCab 8-ft. Bed 4X4,156,213,212,Ford,14,20,Automatic transmission,320,292,2010,True
2010 Ford F-150 XLT SuperCab 8-ft. Bed FFV 4X4,156,213,212,Ford,14,18,Automatic transmission,365,310,2010,True
2010 Ford F-150 XLT SuperCrew 5.5-ft. Bed,95,253,212,Ford,15,21,Automatic transmission,320,292,2010,True
2010 Ford F-150 XLT SuperCrew 5.5-ft. Bed  FFV,95,253,212,Ford,10,14,Automatic transmission,365,310,2010,True
2010 Ford F-150 XLT SuperCrew 5.5-ft. Bed 4X4,143,253,212,Ford,14,20,Automatic transmission,320,292,2010,True
2010 Ford F-150 XLT SuperCrew 5.5-ft. Bed FFV 4X4,143,253,212,Ford,10,13,Automatic transmission,365,310,2010,True
2010 Ford F-150 XLT SuperCrew 6.5-ft. Bed,95,45,212,Ford,15,21,Automatic transmission,320,292,2010,True
2010 Ford F-150 XLT SuperCrew 6.5-ft. Bed FFV,95,45,212,Ford,10,14,Automatic transmission,365,310,2010,True
2010 Ford F-150 XLT SuperCrew 6.5-ft. Bed 4X4,148,45,212,Ford,14,20,Automatic transmission,320,292,2010,True
2010 Ford F-150 XLT SuperCrew 6.5-ft. Bed FFV 4X4,148,45,212,Ford,14,18,Automatic transmission,365,310,2010,True
2011 GMC Sierra 1500 Hybrid 3HA 2WD,82,207,240,GMC,20,23,Automatic transmission,367,332,2011,True
2011 GMC Sierra 1500 Hybrid 3HB 2WD,82,207,240,GMC,20,23,Automatic transmission,367,332,2011,True
2011 GMC Sierra 1500 Hybrid 3HA 4WD,79,207,240,GMC,20,23,Automatic transmission,367,332,2011,True
2011 GMC Sierra 1500 Hybrid 3HB 4WD,79,207,240,GMC,20,23,Automatic transmission,367,332,2011,True
2010 GMC Sierra 1500 Hybrid 3HA 2WD,82,207,240,GMC,21,22,Automatic transmission,367,332,2010,True
2010 GMC Sierra 1500 Hybrid 3HB 2WD,82,207,240,GMC,21,22,Automatic transmission,367,332,2010,True
2010 GMC Sierra 1500 Hybrid 3HA 4WD,79,207,240,GMC,21,22,Automatic transmission,367,332,2010,True
2010 GMC Sierra 1500 Hybrid 3HB 4WD,79,207,240,GMC,21,22,Automatic transmission,367,332,2010,True
2011 Ford F-150 Lariat Limited SuperCrew 5.5-ft. Bed 4X4,135,2,219,Ford,12,16,Automatic transmission,434,411,2011,True
2011 Aston Martin DB9 Volante Special Edition,246,102,83,Aston Martin,11,17,Manual transmission,443,470,2011,True
2011 BMW 528i Sedan,183,40,67,BMW,22,32,Automatic transmission,230,240,2011,True
2011 BMW 535i xDrive Sedan,183,40,67,BMW,19,29,Automatic transmission,300,300,2011,True
2011 BMW 550i xDrive Sedan,183,40,67,BMW,16,24,Automatic transmission,450,400,2011,True
2010 Mercedes-Benz C300 Sport,150,22,234,Mercedes,18,26,Manual transmission,221,228,2010,True
2010 Mercedes-Benz C300 Sport AT,150,22,234,Mercedes,18,26,Automatic transmission,221,228,2010,True
2011 Dodge Ram 1500 ST Regular Cab 8'' box 4x2,97,235,224,Dodge,14,20,Automatic transmission,235,215,2011,True
2011 Dodge Ram 1500 ST Regular Cab 8'' box 310 hp 4x2,97,235,224,Dodge,9,13,Automatic transmission,330,310,2011,True
2011 Dodge Ram 1500 ST Regular Cab 8'' box 390 hp 4x2,97,235,224,Dodge,14,20,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 ST Regular Cab 8'' box 4x4,113,235,224,Dodge,13,18,Automatic transmission,330,310,2011,True
2011 Dodge Ram 1500 ST Regular Cab 8'' box 390 hp 4x4,113,235,224,Dodge,13,19,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 SLT Regular Cab 8'' box 4x2,97,235,224,Dodge,9,13,Automatic transmission,330,310,2011,True
2011 Dodge Ram 1500 SLT Regular Cab 8'' box 390 hp 4x2,97,235,224,Dodge,14,20,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 SLT Regular Cab 8'' box 4x4,113,235,224,Dodge,13,18,Automatic transmission,330,310,2011,True
2011 Dodge Ram 1500 SLT Regular Cab 8'' box 390 hp 4x4,113,235,224,Dodge,13,19,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 Tradesman Regular Cab 8'' Box 4x2,97,235,224,Dodge,14,20,Automatic transmission,330,310,2011,True
2011 Dodge Ram 1500 Tradesman Regular Cab 8'' Box 390 hp 4x2,97,235,224,Dodge,13,19,Automatic transmission,407,390,2011,True
2011 Dodge Ram 1500 Tradesman Regular Cab 8'' Box 4x4,97,235,224,Dodge,13,18,Automatic transmission,330,310,2011,True
2012 BMW 128i Convertible,132,21,211,BMW Motorrad,18,28,Manual transmission,200,230,2012,True
2012 BMW 128i Convertible AT,132,21,211,BMW Motorrad,18,27,Automatic transmission,200,230,2012,True
2012 BMW 135i Convertible,132,21,211,BMW,19,28,Manual transmission,300,300,2012,True
2012 BMW 128i Coup,142,21,211,BMW Motorrad,18,28,Manual transmission,200,230,2012,True
2012 BMW 128i Coup AT,142,21,211,BMW Motorrad,18,28,Automatic transmission,200,230,2012,True
2012 BMW 135i Coup,142,21,211,BMW,20,28,Manual transmission,300,300,2012,True
2012 BMW 135i Coup AT,142,21,211,BMW,18,25,Automatic transmission,300,300,2012,True
2012 BMW 328i Sports Wagon,137,184,24,BMW Motorrad,17,26,Manual transmission,200,230,2012,True
2012 BMW 328i Sports Wagon AT,137,184,24,BMW Motorrad,18,27,Automatic transmission,200,230,2012,True
2012 BMW 328i xDrive Sports Wagon,137,184,24,BMW Motorrad,17,25,Manual transmission,200,230,2012,True
2012 BMW 328i xDrive Sports Wagon AT,137,184,24,BMW Motorrad,17,25,Automatic transmission,200,230,2012,True
2012 Ford Focus SE 5-Door,185,6,31,Ford,26,36,Manual transmission,146,160,2012,True
2012 Ford Focus SE 5-Door AT,185,6,31,Ford,28,38,Automatic transmission,146,160,2012,True
2012 Ford Focus SEL 5-Door,185,6,31,Ford,27,37,Automatic transmission,146,160,2012,True
2012 Ford Focus Titanium 5-Door,185,6,31,Ford,27,37,Automatic transmission,146,160,2012,True
2012 Nissan 370Z Roadster Touring,45,150,57,Nissan,18,25,Manual transmission,270,332,2012,True
2012 Nissan 370Z Roadster,45,150,57,Nissan,18,25,Automatic transmission,270,332,2012,True
2012 Nissan 370Z Roadster Touring AT,45,150,57,Nissan,18,25,Automatic transmission,270,332,2012,True
2012 Nissan 370Z Coupe Touring,35,150,52,Nissan,18,26,Manual transmission,270,332,2012,True
2012 Nissan 370Z Coupe NISMO,35,52,52,Nissan,18,26,Manual transmission,270,332,2012,True
2012 Nissan 370Z Coupe,35,150,52,Nissan,18,26,Manual transmission,270,332,2012,True
2012 Nissan 370Z Coupe Touring AT,35,150,52,Nissan,19,26,Automatic transmission,270,332,2012,True
2012 Nissan 370Z Coupe AT,35,150,52,Nissan,19,26,Automatic transmission,270,332,2012,True
2012 Nissan JUKE SV MT,33,28,229,Nissan,25,31,Manual transmission,177,188,2012,True
2012 Nissan JUKE SL MT,33,28,229,Nissan,25,31,Manual transmission,177,188,2012,True
2012 Hyundai Veloster,119,122,254,Hyundai,28,40,Manual transmission,123,138,2012,True
2012 Hyundai Equus Signature,210,38,97,Hyundai,15,23,Automatic transmission,376,429,2012,True
2012 Hyundai Equus Ultimate,210,38,97,Hyundai,15,23,Automatic transmission,376,429,2012,True
2012 Hyundai Santa Fe Limited 3.5 AWD,188,68,97,Hyundai,20,26,Automatic transmission,248,276,2012,True
2012 Hyundai Santa Fe GLS 3.5 AWD,188,68,97,Hyundai,20,26,Automatic transmission,248,276,2012,True
2012 Hyundai Santa Fe Limited,188,68,97,Hyundai,20,28,Automatic transmission,169,175,2012,True
2012 Hyundai Santa Fe SE AWD,188,68,97,Hyundai,20,26,Automatic transmission,248,276,2012,True
2012 Hyundai Santa Fe SE,188,68,97,Hyundai,20,26,Automatic transmission,248,276,2012,True
2012 Hyundai Santa Fe Limited 3.5,188,68,97,Hyundai,20,26,Automatic transmission,248,276,2012,True
2012 Hyundai Santa Fe GLS,188,68,97,Hyundai,20,28,Automatic transmission,169,175,2012,True
2012 Hyundai Santa Fe GLS 3.5,188,68,97,Hyundai,20,26,Automatic transmission,248,276,2012,True
2012 Hyundai Santa Fe GLS AWD,188,68,97,Hyundai,20,25,Automatic transmission,169,175,2012,True
2012 Ford Expedition XL,168,125,209,Ford,10,14,Automatic transmission,365,310,2012,True
2012 Ford Expedition XLT,168,125,209,Ford,14,20,Automatic transmission,365,310,2012,True
2012 Ford Expedition Limited,168,125,209,Ford,14,20,Automatic transmission,365,310,2012,True
2012 Ford Expedition King Ranch,168,125,209,Ford,10,14,Automatic transmission,365,310,2012,True
2012 Ford Expedition XL EL,181,245,209,Ford,14,20,Automatic transmission,365,310,2012,True
2012 Ford Expedition XLT EL,181,245,209,Ford,10,14,Automatic transmission,365,310,2012,True
2012 Ford Expedition Limited EL,181,245,209,Ford,10,14,Automatic transmission,365,310,2012,True
2012 Ford Expedition King Ranch EL,181,245,209,Ford,10,14,Automatic transmission,365,310,2012,True
2012 Ford Expedition XL 4x4,168,125,209,Ford,9,13,Automatic transmission,365,310,2012,True
2012 Ford Expedition XLT 4x4,168,125,209,Ford,13,18,Automatic transmission,365,310,2012,True
2012 Ford Expedition Limited 4x4,168,125,209,Ford,9,13,Automatic transmission,365,310,2012,True
2012 Ford Expedition King Ranch 4x4,168,125,209,Ford,13,18,Automatic transmission,365,310,2012,True
2012 Ford Expedition XL EL 4x4,196,245,209,Ford,9,13,Automatic transmission,365,310,2012,True
2012 Ford Expedition XLT EL 4x4,196,245,209,Ford,9,13,Automatic transmission,365,310,2012,True
2012 Ford Expedition Limited EL 4x4,196,245,209,Ford,9,13,Automatic transmission,365,310,2012,True
2012 Ford Expedition King Ranch EL 4x4,196,245,209,Ford,13,18,Automatic transmission,365,310,2012,True
2012 Nissan Xterra X,110,186,57,Nissan,16,22,Automatic transmission,281,261,2012,True
2012 Nissan Xterra X 4X4,110,186,57,Nissan,15,20,Automatic transmission,281,261,2012,True
2012 Nissan Xterra S,110,186,57,Nissan,16,22,Automatic transmission,281,261,2012,True
2012 Nissan Xterra S 4X4,110,186,57,Nissan,16,20,Manual transmission,281,261,2012,True
2012 Nissan Xterra S 4X4 AT,110,186,57,Nissan,15,20,Automatic transmission,281,261,2012,True
2012 Nissan Xterra Pro-4X,110,186,57,Nissan,16,20,Manual transmission,281,261,2012,True
2012 Nissan Xterra Pro-4X AT,110,186,57,Nissan,15,20,Automatic transmission,281,261,2012,True
2012 Nissan Pathfinder S,36,20,57,Nissan,15,22,Automatic transmission,288,266,2012,True
2012 Nissan Pathfinder S 4x4,52,20,57,Nissan,14,20,Automatic transmission,288,266,2012,True
2012 Nissan Pathfinder SV,41,20,57,Nissan,15,22,Automatic transmission,288,266,2012,True
2012 Nissan Pathfinder SV 4x4,52,20,57,Nissan,14,20,Automatic transmission,288,266,2012,True
2012 Nissan Pathfinder Silver Edition,41,20,57,Nissan,15,22,Automatic transmission,288,266,2012,True
2012 Nissan Pathfinder Silver Edition 4x4,52,20,57,Nissan,14,20,Automatic transmission,288,266,2012,True
2012 Nissan Pathfinder LE,41,20,57,Nissan,15,22,Automatic transmission,288,266,2012,True
2012 Nissan Pathfinder LE 4x4,52,20,57,Nissan,14,20,Automatic transmission,288,266,2012,True
2012 Nissan Pathfinder LE V8,54,20,57,Nissan,13,18,Automatic transmission,388,310,2012,True
2012 Hyundai Veracruz GLS,214,233,153,Hyundai,17,22,Automatic transmission,257,260,2012,True
2012 Hyundai Veracruz GLS AWD,214,233,153,Hyundai,16,21,Automatic transmission,257,260,2012,True
2012 Hyundai Veracruz Limited AWD,214,233,153,Hyundai,16,21,Automatic transmission,257,260,2012,True
2012 Hyundai Veracruz Limited,214,233,153,Hyundai,17,22,Automatic transmission,257,260,2012,True
2012 Infiniti G25,172,164,236,Infiniti,20,29,Automatic transmission,187,218,2012,True
2012 Infiniti G25 Journey,172,164,236,Infiniti,20,29,Automatic transmission,187,218,2012,True
2012 Infiniti G25x AWD,172,164,236,Infiniti,19,27,Automatic transmission,187,218,2012,True
2012 Infiniti G37 Sedan Journey,172,164,236,Infiniti,19,27,Automatic transmission,269,328,2012,True
2012 Infiniti G37x Sedan AWD,188,164,236,Infiniti,18,25,Automatic transmission,269,328,2012,True
2012 Infiniti G37 Sedan Sport 6MT,172,164,236,Infiniti,17,25,Manual transmission,269,328,2012,True
2012 Infiniti G37 Coupe,111,42,31,Infiniti,19,27,Automatic transmission,270,330,2012,True
2012 Infiniti G37 Coupe Journey,111,42,31,Infiniti,19,27,Automatic transmission,270,330,2012,True
2012 Infiniti G37x Coupe AWD,127,42,31,Infiniti,18,25,Automatic transmission,270,330,2012,True
2012 Infiniti G37 Coupe Sport 6MT,114,42,31,Infiniti,17,25,Manual transmission,270,330,2012,True
2012 Volvo C30 R-Design,167,155,247,Volvo,21,29,Manual transmission,236,227,2012,True
2012 Volvo C30 T5,167,155,247,Volvo,21,29,Manual transmission,236,227,2012,True
2012 Jeep Compass Sport 4x4,115,95,21,Jeep,22,28,Manual transmission,165,172,2012,True
2012 Jeep Compass Sport 4x2,115,95,21,Jeep,23,29,Manual transmission,141,158,2012,True
2012 Nissan Armada SV,168,155,222,Nissan,13,19,Automatic transmission,385,317,2012,True
2012 Nissan Armada SV FFV,168,155,222,Nissan,12,19,Automatic transmission,385,317,2012,True
2012 Nissan Armada SV 4x4,189,155,222,Nissan,12,18,Automatic transmission,385,317,2012,True
2012 Nissan Armada SV 4x4 FFV,189,155,222,Nissan,12,18,Automatic transmission,385,317,2012,True
2012 Nissan Armada SL,168,155,222,Nissan,13,19,Automatic transmission,385,317,2012,True
2012 Nissan Armada SL FFV,168,155,222,Nissan,9,13,Automatic transmission,385,317,2012,True
2012 Nissan Armada SL 4x4,189,155,222,Nissan,12,18,Automatic transmission,385,317,2012,True
2012 Nissan Armada SL 4x4 FFV,189,155,222,Nissan,12,18,Automatic transmission,385,317,2012,True
2012 Nissan Armada Platinum,168,155,222,Nissan,13,19,Automatic transmission,385,317,2012,True
2012 Nissan Armada SL FFV,168,155,222,Nissan,12,19,Automatic transmission,385,317,2012,True
2012 Nissan Armada Platinum 4x4,189,155,222,Nissan,12,18,Automatic transmission,385,317,2012,True
2012 Nissan Armada Platinum 4x4 FFV,189,155,222,Nissan,12,18,Automatic transmission,385,317,2012,True
2012 Lexus IS 250 RWD,145,228,8,Lexus,21,30,Automatic transmission,185,204,2012,True
2012 Lexus IS 250 AWD,160,228,8,Lexus,20,27,Automatic transmission,185,204,2012,True
2012 Lexus IS 250 RWD MT,145,228,8,Lexus,19,28,Manual transmission,185,204,2012,True
2012 Lexus IS 350 RWD,145,228,8,Lexus,19,27,Automatic transmission,277,306,2012,True
2012 Lexus IS 350 AWD,145,228,8,Lexus,18,26,Automatic transmission,277,306,2012,True
2012 Lexus IS 350 C RWD,135,27,8,Lexus,19,27,Automatic transmission,185,204,2012,True
2012 Lexus IS 250 C RWD MT,135,22,8,Lexus,19,28,Manual transmission,185,204,2012,True
2012 Lexus IS 250 C RWD,135,27,8,Lexus,21,30,Automatic transmission,185,204,2012,True
2012 Lexus IS F,135,53,24,Lexus,16,23,Automatic transmission,371,416,2012,True
2012 Lexus ES 350,150,6,28,Lexus,19,28,Automatic transmission,248,268,2012,True
2012 Lexus LS 460,195,196,83,Lexus,16,24,Automatic transmission,367,380,2012,True
2012 Lexus LS 460 AWD,195,196,83,Lexus,16,23,Automatic transmission,367,380,2012,True
2012 Lexus LS 460 L,195,60,83,Lexus,16,24,Automatic transmission,367,380,2012,True
2012 Lexus LS 460 L AWD,195,60,83,Lexus,16,23,Automatic transmission,367,380,2012,True
2012 Toyota Sienna,214,221,191,Toyota,19,24,Automatic transmission,186,187,2012,True
2012 Toyota Sienna V6,214,221,191,Toyota,18,25,Automatic transmission,245,266,2012,True
2012 Toyota Sienna LE,214,221,191,Toyota,19,24,Automatic transmission,186,187,2012,True
