county,state,population,housing_units,urban_pct,low_access_1,low_access_10,low_access_20,carless_pct
Idaho,ID,16267,6834,0.0,12134,5576,1941,4.5
Imperial,CA,174528,49126,64.51612903225806,53266,11818,2021,8.4
Independence,AR,36647,14391,12.5,27814,3574,0,5.6
Indian River,FL,138028,60176,83.33333333333334,87010,69,7,5.6
Indiana,PA,88880,35005,34.782608695652165,61785,552,0,9.0
Ingham,MI,280895,111162,87.65432098765432,128785,0,0,8.8
Inyo,CA,18546,8049,33.33333333333333,9946,4225,1172,7.7
Ionia,MI,63905,22144,46.15384615384616,42693,0,0,5.6
Iosco,MI,25887,11757,22.22222222222222,21113,1184,0,5.7
Iowa,IA,16355,6677,0.0,10367,2053,0,3.4
Iowa,WI,23687,9547,16.666666666666664,17036,2931,0,4.7
Iredell,NC,159437,61215,50.0,99630,589,0,4.0
Irion,TX,1599,653,0.0,1598,1598,1102,3.6
Iron,MI,11817,5577,20.0,8363,715,6,8.0
Iron,MO,10630,4378,0.0,6796,2027,0,9.7
Iron,UT,46163,15022,62.5,29732,1428,49,5.5
Iron,WI,5916,2822,0.0,4488,655,0,5.9
Iroquois,IL,29718,11956,11.11111111111111,20193,4141,0,4.3
Irwin,GA,9538,3495,0.0,6617,563,0,7.1
Isabella,MI,70311,25586,53.333333333333336,39058,0,0,6.6
Isanti,MN,37816,13972,37.5,29140,1131,0,3.8
Island,WA,78506,32746,31.818181818181817,54454,0,0,4.4
Isle of Wight,VA,35270,13718,37.5,26234,4,0,4.8
Issaquena,MS,1406,472,0.0,1406,351,1,17.2
Itasca,MN,45058,18773,18.181818181818183,34055,6164,458,5.7
Itawamba,MS,23401,8881,20.0,20785,1644,0,3.6
Izard,AR,13696,5731,0.0,11232,810,0,6.3
Jack,TX,9044,3136,33.33333333333333,6515,3216,0,4.4
Jackson,AL,53227,21513,18.181818181818183,40394,3166,0,5.5
Jackson,AR,17997,6724,40.0,12038,852,0,7.8
Jackson,CO,1394,649,0.0,1386,382,77,0.6
Jackson,FL,49746,17417,18.181818181818183,37972,2298,0,9.3
Jackson,GA,60485,21343,45.454545454545446,48471,0,0,5.1
Jackson,IA,19848,8289,33.33333333333333,11428,3317,0,7.6
Jackson,IL,60218,25538,64.28571428571429,34511,3121,0,11.6
Jackson,IN,42376,16501,70.0,22582,1501,0,4.9
Jackson,KS,13462,5228,33.33333333333333,10021,2033,0,4.7
Jackson,KY,13494,5486,0.0,12813,25,0,6.5
Jackson,LA,16274,6261,20.0,11972,2954,0,10.5
Jackson,MI,160248,60771,60.526315789473685,110417,12,0,7.9
Jackson,MN,10266,4429,25.0,7108,2890,0,5.0
Jackson,MO,674158,274804,90.95477386934674,212459,0,0,9.6
Jackson,MS,139668,52205,71.42857142857143,89244,556,0,4.3
Jackson,NC,40271,16446,11.11111111111111,35264,520,0,5.2
Jackson,OH,33225,13010,28.57142857142857,20092,442,0,8.6
Jackson,OK,26446,10247,62.5,11904,1662,0,5.9
Jackson,OR,203206,83076,75.60975609756098,74151,4182,126,7.1
Jackson,SD,3031,996,0.0,3031,2754,1744,5.5
Jackson,TN,11638,4789,0.0,10656,0,0,4.2
Jackson,TX,14075,5284,0.0,7351,2920,0,5.8
Jackson,WI,20449,7843,20.0,18535,3607,7,5.9
Jackson,WV,29211,11931,33.33333333333333,22774,2262,0,8.4
James City,VA,67009,26860,81.81818181818183,42233,0,0,3.6
Jasper,GA,13900,5044,0.0,11125,916,0,5.6
Jasper,IA,36842,14806,44.44444444444444,20792,4611,0,5.3
Jasper,IL,9698,3940,33.33333333333333,7228,973,0,2.7
Jasper,IN,33478,12232,25.0,20857,1,0,3.7
Jasper,MO,117404,45639,72.72727272727273,58267,1911,0,6.2
Jasper,MS,17062,6798,0.0,15192,2222,0,5.7
Jasper,SC,24777,8517,0.0,18340,2009,0,6.0
Jasper,TX,35710,13770,25.0,27944,3690,2,6.7
Jay,IN,21253,8133,42.857142857142854,16416,344,0,9.1
Jeff Davis,GA,15068,5689,33.33333333333333,11163,1210,0,8.4
Jeff Davis,TX,2342,1034,0.0,1551,708,270,3.2
Jefferson Davis,LA,31594,11771,57.14285714285714,17446,627,0,7.5
Jefferson Davis,MS,12487,4977,0.0,10812,284,0,13.4
Jefferson,AL,658466,263568,88.34355828220859,303599,3816,0,8.2
Jefferson,AR,77435,28873,66.66666666666666,36879,2308,0,8.2
Jefferson,CO,534543,218160,89.85507246376811,172497,243,9,4.3
Jefferson,FL,14761,5646,0.0,11980,2399,0,7.1
Jefferson,GA,16930,6241,0.0,9756,125,0,16.6
Jefferson,IA,16843,6846,50.0,8918,1487,0,5.7
Jefferson,ID,26140,8146,25.0,21752,2145,0,2.5
Jefferson,IL,38827,15365,54.54545454545454,27742,3695,0,9.0
Jefferson,IN,32428,12635,42.857142857142854,20408,427,0,6.7
Jefferson,KS,19126,7366,0.0,16139,2889,0,2.2
Jefferson,KY,741096,309175,98.42931937172776,162876,0,0,10.1
Jefferson,LA,432552,169647,96.8503937007874,61178,0,0,7.9
Jefferson,MO,218733,81700,59.523809523809526,137102,448,0,4.4
Jefferson,MS,7726,2929,0.0,5705,772,0,14.5
Jefferson,MT,11406,4512,0.0,10225,3470,1989,2.2
Jefferson,NE,7547,3348,66.66666666666666,3522,1796,0,5.7
Jefferson,NY,116229,43451,38.46153846153847,68823,2287,0,8.4
Jefferson,OH,69709,29109,60.86956521739131,39913,2385,0,8.8
Jefferson,OK,6472,2634,0.0,4545,1506,0,6.7
Jefferson,OR,21720,7790,33.33333333333333,14938,3536,50,4.8
Jefferson,PA,45200,18561,53.84615384615385,29095,365,0,9.5
Jefferson,TN,51407,19864,22.22222222222222,41255,0,0,5.1
Jefferson,TX,252273,93441,87.5,100688,3315,0,8.9
Jefferson,WA,29872,14049,28.57142857142857,21170,2334,581,4.2
Jefferson,WI,83686,32117,45.0,41630,0,0,4.4
Jefferson,WV,53498,19931,46.666666666666664,39113,0,0,3.2
Jenkins,GA,8340,3192,0.0,5824,704,0,9.6
Jennings,IN,28525,10680,33.33333333333333,21618,671,0,6.3
Jerauld,SD,2071,870,0.0,2071,2071,1681,2.7
Jerome,ID,22374,7540,40.0,15646,2048,0,3.0
Jersey,IL,22985,8828,16.666666666666664,16077,1029,0,4.1
Jessamine,KY,48586,17642,66.66666666666666,19128,0,0,5.6
Jewell,KS,3077,1450,0.0,2168,835,2,2.4
Jim Hogg,TX,5300,1902,50.0,715,111,62,9.2
Jim Wells,TX,40838,13961,71.42857142857143,21915,1239,0,8.6
Jo Daviess,IL,22678,9753,16.666666666666664,16436,2026,0,5.6
Johnson,AR,25540,9812,50.0,19374,1956,33,5.9
Johnson,GA,9980,3347,0.0,8109,2189,0,11.6
Johnson,IA,130882,52715,75.0,54402,1927,0,7.3
Johnson,IL,12582,4584,0.0,9970,916,0,5.2
Johnson,IN,139654,52242,72.72727272727273,73228,0,0,4.3
Johnson,KS,544179,212882,93.07692307692308,174309,0,0,3.5
Johnson,KY,23356,9362,0.0,18965,878,0,11.2
Johnson,MO,52595,19311,55.55555555555556,31402,2209,0,5.1
Johnson,NE,5217,1847,0.0,3615,1354,0,7.1
Johnson,TN,18244,7195,0.0,15162,1469,0,7.6
Johnson,TX,150934,52193,42.857142857142854,99345,234,0,3.2
Johnson,WY,8569,3782,50.0,4372,1485,938,5.4
Johnston,NC,168878,61909,24.0,125483,0,0,4.7
Johnston,OK,10957,4312,0.0,8167,3501,0,6.0
Jones,GA,28669,10586,33.33333333333333,22389,318,0,4.0
Jones,IA,20638,8181,40.0,11198,2399,0,3.9
Jones,MS,67761,25247,35.714285714285715,49146,1365,0,6.0
Jones,NC,10153,4167,0.0,8902,0,0,7.0
Jones,SD,1006,458,0.0,1005,1005,987,2.6
Jones,TX,20202,6034,16.666666666666664,15119,2366,0,5.9
Josephine,OR,82713,34646,43.75,48181,1609,0,5.8
Juab,UT,10246,3093,50.0,7528,1916,258,4.6
Judith Basin,MT,2072,924,0.0,1649,1276,187,3.0
Juneau,AK,31275,12187,33.33333333333333,17601,163,29,8.0
Juneau,WI,26664,10527,14.285714285714285,20694,3364,0,3.7
Juniata,PA,24636,9476,0.0,23692,1326,0,8.3
Kalamazoo,MI,250331,100610,80.7017543859649,118788,75,0,7.7
Kalawao,HI,90,69,0.0,90,0,0,20.4
Kalkaska,MI,17153,6962,0.0,13819,890,0,6.1
Kanabec,MN,16239,6413,25.0,12846,463,0,5.2
Kanawha,WV,193063,84201,69.81132075471697,101814,1,0,9.5
Kandiyohi,MN,42239,16732,50.0,28808,2962,0,6.9
Kane,IL,515269,170479,92.68292682926828,169150,0,0,4.8
Kane,UT,7125,2900,50.0,4687,2275,777,2.6
Kankakee,IL,113449,41511,58.620689655172406,49052,2462,0,7.2
Karnes,TX,14824,4463,25.0,8882,1519,0,7.8
Kauai,HI,67091,23240,37.5,40350,192,170,4.4
Kaufman,TX,103350,34964,27.77777777777778,82669,668,0,3.5
Kay,OK,46562,18577,81.81818181818183,20606,727,0,6.8
Kearney,NE,6489,2681,50.0,3547,735,0,3.6
Kearny,KS,3977,1400,0.0,1635,350,24,2.8
Keith,NE,8368,3753,66.66666666666666,4120,1756,23,7.1
Kemper,MS,10456,3920,0.0,9106,3848,0,9.6
Kenai Peninsula,AK,55400,22161,7.6923076923076925,46550,8501,1453,6.3
Kendall,IL,114736,38022,70.0,69519,62,0,1.2
Kendall,TX,33410,12617,16.666666666666664,23383,1607,0,3.1
Kenedy,TX,416,147,0.0,415,405,103,4.8
Kennebec,ME,122151,51128,25.806451612903224,81626,2197,0,7.8
Kenosha,WI,166426,62650,80.0,73866,0,0,6.3
Kent,DE,162310,60278,57.57575757575758,95237,0,0,6.5
Kent,MD,20197,8165,20.0,12545,18,0,10.1
Kent,MI,602622,227239,85.9375,236483,0,0,7.7
Kent,RI,166158,68645,92.30769230769232,69229,0,0,6.4
Kent,TX,808,350,0.0,808,785,618,7.0
Kenton,KY,159720,62768,90.24390243902441,68635,0,0,8.5
Keokuk,IA,10511,4408,0.0,8406,2671,0,3.5
Kern,CA,839631,254610,86.75496688741721,247921,14108,159,7.1
Kerr,TX,49625,20550,20.0,36064,2094,239,4.6
Kershaw,SC,61697,23928,40.0,49282,3395,0,4.3
Ketchikan Gateway,AK,13477,5305,50.0,5033,38,23,12.6
Kewaunee,WI,20574,8239,25.0,13156,0,0,4.3
Keweenaw,MI,2156,1013,0.0,2156,587,302,4.5
Keya Paha,NE,824,381,0.0,824,823,328,0.9
Kidder,ND,2435,1059,0.0,2435,2427,2303,3.0
Kimball,NE,3821,1673,0.0,1273,287,0,6.3
Kimble,TX,4607,2016,50.0,2125,1103,36,2.3
King George,VA,23584,8376,20.0,19195,0,0,3.2
King William,VA,15935,5979,25.0,13150,673,0,2.6
King and Queen,VA,6945,2882,0.0,6920,731,0,4.2
King,TX,286,113,0.0,285,285,223,0.0
King,WA,1931249,789232,94.45843828715365,415424,741,399,9.7
Kingfisher,OK,15034,5731,25.0,8907,2009,0,3.1
Kingman,KS,7858,3227,33.33333333333333,5248,2414,0,4.6
Kings,CA,152982,41233,85.18518518518519,63433,171,0,6.8
Kings,NY,2504700,916856,99.47368421052633,413,0,0,56.3
Kingsbury,SD,5148,2222,0.0,4040,2689,69,4.4
Kinney,TX,3598,1350,100.0,1673,149,10,4.9
Kiowa,CO,1398,619,0.0,1398,1398,1348,5.0
Kiowa,KS,2553,1014,0.0,2552,2544,2161,10.6
Kiowa,OK,9446,3978,33.33333333333333,5770,3508,53,6.7
Kit Carson,CO,8270,3038,0.0,3478,2154,250,4.1
Kitsap,WA,251133,97220,80.0,139608,7,0,5.5
Kittitas,WA,40915,16595,50.0,25612,2180,18,5.9
Kittson,MN,4552,1986,0.0,2789,1192,62,4.4
Klamath,OR,66380,27280,50.0,37347,9662,5602,6.8
Kleberg,TX,32061,11097,66.66666666666666,14282,1575,0,8.6
Klickitat,WA,20318,8327,0.0,13166,3311,482,3.6
Knott,KY,16346,6414,0.0,15251,49,0,10.9
Knox,IL,52919,21535,68.75,19204,2144,0,9.1
Knox,IN,38440,15249,60.0,18842,380,0,8.8
Knox,KY,31883,12722,25.0,21394,503,0,11.4
Knox,ME,39736,17258,27.27272727272727,27007,1271,0,6.6
Knox,MO,4131,1708,0.0,2935,797,0,5.8
Knox,NE,8701,3647,0.0,7528,6535,1142,6.0
Knox,OH,60921,22607,41.66666666666667,40547,583,0,8.2
Knox,TN,432226,177249,84.82142857142857,225681,0,0,6.5
Knox,TX,3719,1506,0.0,1186,469,75,4.5
Kodiak Island,AK,13592,4630,60.0,2979,948,598,5.5
Koochiching,MN,13311,5874,50.0,8888,3384,843,7.0
Kootenai,ID,138494,54200,68.0,74906,2770,0,4.0
Kosciusko,IN,77358,29197,36.84210526315789,57190,1836,0,5.6
Kossuth,IA,15543,6697,33.33333333333333,10930,5801,31,3.8
La Crosse,WI,114638,46137,76.0,46806,512,0,4.9
La Paz,AZ,20489,9198,11.11111111111111,16145,8342,4612,7.1
La Plata,CO,51334,21100,40.0,32827,4207,51,2.8
La Salle,TX,6886,1931,0.0,4042,2001,1850,10.4
LaGrange,IN,37128,11598,12.5,32063,463,0,27.1
LaMoure,ND,4139,1825,0.0,4138,4138,2806,2.9
LaPorte,IN,111467,42331,60.71428571428571,65422,1916,0,7.9
Labette,KS,21607,8822,37.5,11017,2053,0,6.1
Lac qui Parle,MN,7259,3155,0.0,4067,962,0,3.7
Lackawanna,PA,214437,87226,86.4406779661017,64934,0,0,10.4
Laclede,MO,35571,14081,66.66666666666666,25738,3068,79,6.5
Lafayette,AR,7645,3150,0.0,5262,1613,0,10.4
Lafayette,FL,8870,2580,0.0,7390,697,0,7.0
Lafayette,LA,221578,87027,88.37209302325581,90272,0,0,6.8
Lafayette,MO,33381,13022,14.285714285714285,20978,1201,0,6.1
Lafayette,MS,47351,18356,40.0,37212,3699,0,4.1
Lafayette,WI,16836,6609,0.0,13971,2590,0,4.4
Lafourche,LA,96318,35486,65.21739130434783,57272,25,0,6.7
Lake and Peninsula,AK,1631,553,0.0,1630,1630,1630,47.7
Lake of the Woods,MN,4045,1784,0.0,3009,1665,125,4.6
Lake,CA,64665,26548,33.33333333333333,39565,94,43,7.6
Lake,CO,7310,2953,100.0,7025,116,0,3.8
Lake,FL,297052,121289,62.5,201320,951,0,5.5
Lake,IL,703462,241712,92.81045751633988,296310,0,0,4.8
Lake,IN,496005,188157,94.87179487179488,173823,0,0,8.7
Lake,MI,11539,5158,0.0,9938,1848,0,6.6
Lake,MN,10866,4825,33.33333333333333,5721,820,140,6.8
Lake,MT,28746,11432,0.0,20687,3261,9,5.1
Lake,OH,230041,94156,91.52542372881356,110466,0,0,5.7
Lake,OR,7895,3378,0.0,5050,3199,2708,7.5
Lake,SD,11200,4483,33.33333333333333,5310,1386,0,4.8
Lake,TN,7832,2270,0.0,5799,14,0,11.4
Lamar,AL,14564,6103,0.0,11266,92,0,7.7
Lamar,GA,18317,6618,33.33333333333333,12453,1,0,6.9
Lamar,MS,55658,21542,50.0,38400,1489,0,5.4
Lamar,TX,49793,19829,58.333333333333336,31502,8993,4,7.9
Lamb,TX,13977,5081,20.0,3881,206,0,5.9
Lamoille,VT,24475,10014,0.0,19220,543,0,4.6
Lampasas,TX,19677,7539,20.0,14497,2354,98,5.5
Lancaster,NE,285407,113373,89.1891891891892,68183,3675,0,6.4
Lancaster,PA,519445,193602,69.38775510204081,260540,0,0,9.5
Lancaster,SC,76652,29697,50.0,53276,362,0,6.0
Lancaster,VA,11391,5265,0.0,9759,351,0,7.2
Lander,NV,5775,2213,0.0,2324,874,590,6.0
Lane,KS,1750,799,0.0,1750,1750,1368,4.7
Lane,OR,351715,145966,74.4186046511628,115119,8714,0,8.5
Langlade,WI,19977,8587,33.33333333333333,12263,4871,0,7.4
Lanier,GA,10078,3608,0.0,6686,126,0,8.2
Lapeer,MI,88319,32776,25.0,74344,0,0,5.4
Laramie,WY,91738,37576,85.71428571428571,37662,5898,529,4.2
Larimer,CO,299630,120295,82.1917808219178,127361,4030,1512,4.3
Larue,KY,14193,5615,25.0,10103,194,0,5.2
Las Animas,CO,15507,6384,50.0,8673,3913,1063,7.5
Lassen,CA,34895,10058,22.22222222222222,24401,8222,4078,5.9
Latah,ID,37244,14708,57.14285714285714,13247,4524,0,4.7
Latimer,OK,11154,4208,0.0,8707,2086,0,7.6
Lauderdale,AL,92709,38680,54.54545454545454,57442,1532,0,7.4
Lauderdale,MS,80261,31090,63.1578947368421,51573,2470,0,8.1
Lauderdale,TN,27815,9795,22.22222222222222,19655,55,0,11.4
Laurel,KY,58849,23014,38.46153846153847,44915,214,0,7.5
Laurens,GA,48434,18641,38.46153846153847,32841,1133,0,8.4
Laurens,SC,66537,25525,23.52941176470588,55612,31,0,6.8
Lavaca,TX,19263,7808,16.666666666666664,13073,2499,2,4.7
Lawrence,AL,34339,13654,11.11111111111111,28715,1077,0,4.7
Lawrence,AR,17415,6938,33.33333333333333,10164,4124,0,5.4
Lawrence,IL,16833,6130,60.0,11171,74,0,5.7
Lawrence,IN,46134,18811,50.0,30326,789,0,4.6
Lawrence,KY,15860,6239,0.0,12033,1489,0,8.0
Lawrence,MO,38634,14869,42.857142857142854,24594,886,0,6.9
Lawrence,MS,12929,5078,0.0,11021,2636,0,6.7
Lawrence,OH,62450,24974,43.75,35988,2779,0,7.1
Lawrence,PA,91108,37126,64.28571428571429,65055,0,0,9.6
Lawrence,SD,24097,10536,60.0,11923,344,0,6.8
Lawrence,TN,41869,16275,0.0,32627,1323,0,7.4
Le Flore,OK,50384,18878,25.0,35076,4460,304,5.4
Le Sueur,MN,27703,10758,16.666666666666664,12733,0,0,4.1
Lea,NM,64727,22236,72.22222222222221,22184,1933,1339,4.1
Leake,MS,23805,8272,20.0,19612,2622,0,6.8
Leavenworth,KS,76227,26447,62.5,41694,357,0,4.2
Lebanon,PA,133568,52258,67.74193548387096,67913,0,0,7.8
Lee,AL,140247,55682,81.48148148148148,92138,432,0,5.1
Lee,AR,10424,3624,25.0,8415,1541,0,16.4
Lee,FL,618754,259818,84.33734939759037,302368,0,0,5.1
Lee,GA,28298,9706,40.0,19116,7,0,3.3
Lee,IA,35862,14610,54.54545454545454,16156,3605,0,7.0
Lee,IL,36031,13758,33.33333333333333,21001,760,0,5.4
Lee,KY,7887,2910,0.0,6617,1,0,10.7
Lee,MS,82910,32086,47.36842105263158,54526,0,0,5.4
Lee,NC,57866,22058,53.84615384615385,40881,0,0,6.6
Lee,SC,19220,6797,0.0,15584,839,0,10.6
Lee,TX,16612,6151,25.0,11036,1073,0,4.2
Lee,VA,25587,10159,0.0,20685,0,0,6.9
Leelanau,MI,21708,9255,0.0,19462,3363,0,3.7
Leflore,MS,32317,11577,62.5,15759,1508,0,12.7
Lehigh,PA,349497,133983,89.47368421052632,130996,486,0,9.9
Lemhi,ID,7936,3576,0.0,6147,2011,940,6.1
Lenawee,MI,99892,37514,43.47826086956522,70100,10,0,5.6
Lenoir,NC,59495,24327,73.33333333333333,35159,0,0,11.4
Leon,FL,275487,110945,82.35294117647058,129310,1116,0,6.5
Leon,TX,16801,6896,0.0,12701,3423,0,3.8
Leslie,KY,11310,4555,0.0,10355,423,0,9.2
Letcher,KY,24519,10014,0.0,19964,0,0,11.1
Levy,FL,40801,16404,11.11111111111111,33829,3954,585,7.0
Lewis and Clark,MT,63395,26694,42.857142857142854,33837,4128,2608,5.4
Lewis,ID,3821,1657,0.0,2493,1852,58,6.0
Lewis,KY,13870,5497,0.0,11183,154,0,8.6
Lewis,MO,10211,3874,0.0,8326,4239,70,5.5
Lewis,NY,27087,10514,0.0,22686,3658,0,6.1
Lewis,TN,12161,4781,50.0,8707,64,0,9.0
Lewis,WA,75455,29743,35.0,50074,6610,0,6.0
Lewis,WV,16372,6863,20.0,11379,638,0,9.1
Lexington,SC,262391,102733,66.21621621621621,159127,38,0,5.2
Lexington,VA,7042,2237,100.0,16,0,0,7.0
Liberty,FL,8365,2525,0.0,7233,2170,2,5.1
Liberty,GA,63453,22155,64.28571428571429,41311,385,0,6.3
Liberty,MT,2339,822,0.0,1495,1178,715,16.7
Liberty,TX,75643,25073,7.142857142857142,59453,7069,0,5.1
Licking,OH,166492,63989,68.75,93943,160,0,5.2
Limestone,AL,82782,31446,31.25,66230,551,0,4.4
Limestone,TX,23384,8499,25.0,13599,3557,0,7.4
Lincoln,AR,14134,4207,0.0,13926,4852,0,10.4
Lincoln,CO,5467,1948,0.0,2849,1253,674,5.7
Lincoln,GA,7996,3281,0.0,6539,446,0,9.8
Lincoln,ID,5208,1705,0.0,5207,5074,1244,1.0
Lincoln,KS,3241,1423,0.0,1913,1028,4,3.2
Lincoln,KY,24742,9777,0.0,20161,718,0,7.8
Lincoln,LA,46735,17599,60.0,33459,978,0,10.8
Lincoln,ME,34457,15149,0.0,28693,1483,0,3.5
Lincoln,MN,5896,2574,0.0,5895,5686,1720,3.6
Lincoln,MO,52566,18906,14.285714285714285,45434,2509,0,3.9
Lincoln,MS,34869,13296,33.33333333333333,26922,4578,0,3.8
Lincoln,MT,19687,8843,20.0,12924,2619,571,4.4
Lincoln,NC,78265,30343,44.44444444444444,62937,0,0,3.3
Lincoln,NE,36288,15025,50.0,15768,3260,1034,6.4
Lincoln,NM,20497,9219,40.0,16684,2901,796,5.1
Lincoln,NV,5345,1988,0.0,5345,5345,5345,3.4
Lincoln,OK,34273,13243,14.285714285714285,27628,6449,0,5.0
Lincoln,OR,46034,20550,50.0,24427,1154,0,7.3
Lincoln,SD,44828,16649,45.454545454545446,30139,32,0,2.0
Lincoln,TN,33361,13382,0.0,26788,3864,0,7.9
Lincoln,WA,10570,4422,0.0,8806,7517,1870,3.2
Lincoln,WI,28743,12094,30.0,19024,2350,0,5.3
Lincoln,WV,21720,8783,0.0,17357,0,0,10.8
Lincoln,WY,18106,6861,25.0,13030,1914,1134,1.2
Linn,IA,211226,86134,84.44444444444444,94646,1,0,5.6
Linn,KS,9656,4020,0.0,7583,3325,0,5.6
Linn,MO,12761,5299,20.0,7037,2211,0,8.8
Linn,OR,116672,45204,66.66666666666666,66017,2951,2,5.7
Lipscomb,TX,3302,1263,0.0,3302,3301,1599,2.4
Litchfield,CT,189927,76640,49.019607843137244,108115,7,0,5.7
Little River,AR,13171,5411,0.0,8846,30,0,6.3
Live Oak,TX,11531,4257,0.0,7573,1181,2,2.6
Livingston,IL,38950,14613,40.0,21118,1143,0,5.9
Livingston,KY,9519,3985,0.0,8406,134,0,6.3
Livingston,LA,128026,46007,47.05882352941176,94782,899,0,4.2
Livingston,MI,180967,67380,49.18032786885246,132154,0,0,3.1
Livingston,MO,15195,5871,60.0,7752,851,0,5.8
Livingston,NY,65393,24409,40.0,45652,0,0,7.3
Llano,TX,19301,9008,33.33333333333333,14761,1985,0,4.4
Logan,AR,22353,8704,33.33333333333333,17769,1617,0,5.9
Logan,CO,22709,8047,33.33333333333333,11308,3597,380,8.4
Logan,IL,30305,11070,37.5,17182,5103,0,7.1
Logan,KS,2756,1219,0.0,745,502,305,4.2
Logan,KY,26835,10666,0.0,18446,328,0,5.8
Logan,ND,1990,843,0.0,1990,1907,911,3.5
Logan,NE,763,325,0.0,762,762,757,1.4
Logan,OH,45858,18111,36.36363636363637,25837,79,0,6.3
Logan,OK,41848,15290,50.0,35037,3754,0,4.3
Logan,WV,36743,14907,11.11111111111111,28821,7,0,10.9
Long,GA,14464,5023,0.0,14464,611,0,6.1
Lonoke,AR,68356,25295,37.5,48915,947,0,4.8
Lorain,OH,301356,116274,84.93150684931507,138135,0,0,7.0
Los Alamos,NM,17950,7663,100.0,9959,0,0,3.4
Los Angeles,CA,9818605,3241204,98.20742637644048,742674,3671,437,9.7
Loudon,TN,48556,19826,30.0,39911,0,0,5.4
Loudoun,VA,312311,104583,84.61538461538461,97838,12,0,2.5
Louisa,IA,11387,4346,0.0,7422,137,0,5.4
Louisa,VA,33153,12944,0.0,30613,778,0,4.1
Loup,NE,632,275,0.0,632,506,131,1.2
Love,OK,9423,3713,0.0,7482,2033,0,3.2
Loving,TX,82,39,0.0,81,81,72,15.6
Lowndes,AL,11299,4352,0.0,11241,5502,0,13.5
Lowndes,GA,109233,39747,64.0,58167,82,0,8.2
Lowndes,MS,59779,23487,57.14285714285714,37385,200,0,7.4
Lubbock,TX,278831,105781,83.82352941176471,104470,495,0,5.6
Lucas,IA,8898,3689,50.0,6092,742,0,6.6
Lucas,OH,441815,180267,92.91338582677166,107312,0,0,11.0
Luce,MI,6631,2412,33.33333333333333,3077,773,77,5.3
Lumpkin,GA,29966,10989,0.0,26239,38,0,3.3
Luna,NM,25095,9593,66.66666666666666,14825,3298,2013,8.6
Lunenburg,VA,12914,4957,0.0,10476,4,0,7.3
Luzerne,PA,320918,131932,77.88461538461539,124920,0,0,10.8
Lycoming,PA,116111,46700,55.172413793103445,61625,3830,0,9.2
Lyman,SD,3755,1392,0.0,3346,2026,1274,7.6
Lynchburg,VA,75568,28476,100.0,22477,0,0,14.1
Lynn,TX,5915,2246,33.33333333333333,3257,2004,0,5.0
Lyon,IA,11581,4442,0.0,8985,1865,0,3.7
Lyon,KS,33690,13303,62.5,9690,2789,0,8.0
Lyon,KY,8314,3287,0.0,7555,138,0,2.0
Lyon,MN,25857,10227,42.857142857142854,12626,5585,2,6.4
Lyon,NV,51980,19808,40.0,46109,5923,204,4.5
Mackinac,MI,11113,5024,0.0,8347,2692,45,12.8
Macomb,MI,840978,331667,95.83333333333334,231182,0,0,6.8
Macon,AL,21452,8499,50.0,16708,2228,0,14.7
Macon,GA,14740,4999,0.0,11042,87,0,13.7
Macon,IL,110768,45855,85.29411764705883,56604,638,0,9.3
Macon,MO,15566,6412,40.0,10583,1095,0,5.0
Macon,NC,33922,14591,11.11111111111111,27240,799,0,5.0
Macon,TN,22248,8561,25.0,16111,0,0,7.5
Macoupin,IL,47765,19381,30.76923076923077,25104,1034,0,5.8
Madera,CA,150865,43317,43.47826086956522,82037,640,0,6.6
Madison,AL,334811,134700,83.56164383561644,197625,376,0,4.9
Madison,AR,15717,6174,0.0,13438,4103,128,4.0
Madison,FL,19224,6985,0.0,15142,3965,0,9.9
Madison,GA,28120,10508,0.0,25632,598,0,4.1
Madison,IA,15679,6025,33.33333333333333,9233,2690,0,4.0
Madison,ID,37536,10611,66.66666666666666,18580,91,0,3.0
Madison,IL,269282,108094,81.9672131147541,136554,7,0,6.3
Madison,IN,131636,51927,72.97297297297297,66398,0,0,8.2
Madison,KY,82916,31973,52.63157894736842,44898,12,0,6.0
Madison,LA,12093,4025,60.0,4442,424,0,19.3
Madison,MO,12226,4898,33.33333333333333,8026,1476,0,8.1
Madison,MS,95203,35829,71.42857142857143,55923,3113,0,4.6
Madison,MT,7691,3560,0.0,6948,2837,263,2.3
Madison,NC,20764,8494,0.0,17788,2069,0,5.5
Madison,NE,34876,13939,77.77777777777779,16165,2698,0,5.5
Madison,NY,73442,27754,37.5,50055,14,0,6.3
Madison,OH,43435,14734,33.33333333333333,30072,0,0,6.4
Madison,TN,98294,38073,70.37037037037037,53202,1915,0,7.7
Madison,TX,13664,4187,25.0,9312,3605,0,8.0
Madison,VA,13308,5083,0.0,12307,246,0,6.8
Magoffin,KY,13333,5309,0.0,11315,106,0,10.8
Mahaska,IA,22381,8975,57.14285714285714,12588,2879,0,5.6
Mahnomen,MN,5413,2019,0.0,3955,1904,24,8.7
Mahoning,OH,238823,98712,88.57142857142857,105944,0,0,9.1
Major,OK,7527,3109,0.0,5300,3326,387,4.6
Malheur,OR,31313,10411,25.0,13180,1811,1153,9.1
Manassas Park,VA,14273,4507,100.0,5351,0,0,5.3
Manassas,VA,37821,12527,100.0,2314,0,0,5.1
Manatee,FL,322833,135729,85.8974358974359,125048,5226,0,5.5
